EquipmentID;Location;LastDate;initial_date;dvr_OB;dvr_OBV;dvr_OBH;dvr_IB;dvr_IBV;dvr_IBH;dvr_A;dvn_IB;dvn_IBV;dvn_IBH;dvn_OB;dvn_OBV;dvn_OBH;dvn_A;vib_alert;vib_danger;acc_alert;acc_danger;vib_max;acc_max;driver;driven;indikasi;remark;saran
014P101B;FOC II B;09/24/2020;09/23/2020;0.23;0.77;1.05;0.47;1.2;1;0.67;0.38;1.04;0.92;2.29;0.86;1.04;1.46;11.2;18;5;10;1.46;2.29;MTR;PUMP;NORMAL, Masih dimonitoring;;
014P104A;FOC II B;08/27/2020;09/23/2020;1.44;2.47;2.85;4.18;3.29;4.01;2.53;0.73;1.23;1.48;0.66;0.95;0.76;0.47;2.82;4.5;5;10;4.01;4.18;MTR;PUMP;ALERT, Indikasi mechanical looseness;MECH. LOOSE;Periksa clearence bearing motor, periksa axial end play dan radial lifting shaft motor, realignment motor terhadap pompa
014P104B;FOC II B;09/24/2020;09/23/2020;2.06;2.61;3.93;10.36;2.32;2.69;1.98;1.42;1.32;1.75;1.42;0.89;0.91;0.52;2.82;4.5;5;10;3.93;10.36;MTR;PUMP;DANGER, Indikasi bearing motor defect;BEARING DEFECT;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
014P107A;FOC II B;08/27/2020;09/23/2020;0.97;2.22;3.20;1.32;2.71;3.07;2.35;0.59;2.40;2.62;0.83;1.01;1.35;1.85;4.5;7.1;5;10;3.2;1.32;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling pada kesempatan pertama, balancing rotor pompa
014P107B -T;FOC II B;09/24/2020;09/23/2020;1.23;0.2;0.22;1.99;0.17;0.57;0.17;0.46;0.37;0.54;0.45;0.28;0.32;0.21;4.5;7.1;10;15;0.57;1.99;TRB;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli pompa pada kesempatan pertama, periksa clearence bearing pompa, periksa axial end play shaft pompa, periksa internal part pompa
014P111 (vertical);FOC II B;11/21/2018;09/23/2020;0.03;0.12;0.12;0.06;0.16;0.08;0.09;0.03;0.08;0.09;0.02;0.10;0.14;0.07;2.82;4.5;5;10;0.16;0.06;MTR;PUMP;NORMAL, Masih dimonitoring;;
014P112 (vertical);FOC II B;;09/23/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;;
014P102A;FOC II B;09/24/2020;09/23/2020;2.47;1.16;2.81;1.91;1.06;2.44;1.58;0.53;2.55;3.39;0.59;1.9;2.41;2.5;4.5;7.1;5;10;3.39;2.47;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
014P102B;FOC II B;08/19/2020;09/23/2020;0.18;0.90;3.41;0.56;2.62;3.57;1.71;1.50;11.98;2.73;1.28;9.79;2.89;2.19;4.5;7.1;5;10;11.98;1.5;MTR;PUMP;DANGER, Indikasi BPF pada pompa;BPF;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
014P109;FOC II B;09/24/2020;09/23/2020;0.32;1.04;0.94;0.2;0.36;0.52;0.64;0.12;0.19;0.13;0.03;0.14;0.11;0.18;2.82;4.5;5;10;1.04;0.32;MTR;PUMP;NORMAL, Masih dimonitoring;;
014P103A;FOC II B;07/30/2020;09/23/2020;0.35;0.68;1.73;0.55;1.39;2.36;0.57;1.54;1.06;1.50;1.61;0.95;0.98;0.63;7.1;11.2;5;10;2.36;1.61;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
014P103B;FOC II B;09/24/2020;09/23/2020;0.54;0.62;2.4;0.8;1.91;3.41;1.36;3.12;4.24;3.5;2.27;2.67;2.19;1.04;7.1;11.2;5;10;4.24;3.12;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
015P101A;FOC II B;08/12/2020;09/23/2020;0.18;0.84;4.01;0.18;0.92;3.35;2.21;0.31;2.06;4.22;0.23;1.27;2.50;1.79;4.5;7.1;5;10;4.22;0.31;MTR;PUMP;NORMAL, Masih dimonitoring;;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
015P101B;FOC II B;09/24/2020;09/23/2020;1.17;0.78;1.6;0.72;1.46;1.9;1.72;0.66;1.41;1.33;0.39;1.02;0.93;0.93;4.5;7.1;5;10;1.9;1.17;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
015P102A;FOC II B;08/26/2020;09/23/2020;1.95;2.18;2.37;2.77;3.02;2.96;2.13;0.65;1.10;1.64;1.09;0.84;0.87;0.50;4.5;7.1;5;10;3.02;2.77;MTR;PUMP;NORMAL, Masih dimonitoring;;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
015P102B;FOC II B;09/24/2020;09/23/2020;0.27;1.45;1.79;0.27;1.98;1.62;1.55;1.25;0.55;1.46;0.63;0.5;0.81;0.33;4.5;7.1;5;10;1.98;1.25;MTR;PUMP;NORMAL, Masih dimonitoring;;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
016K101A;FOC II B;;09/23/2020;;;;;;;;;;;;;;;4.5;7.1;5;10;;;MTR;COMP;;;
016K101B;FOC II B;;09/23/2020;;;;;;;;;;;;;;;4.5;7.1;5;10;;;MTR;COMP;;;
017P101A;FOC II B;05/29/2020;09/23/2020;2.45;3.03;2.66;6.44;2.61;2.55;1.96;0.63;1.71;2.26;0.67;1.47;1.05;0.97;4.5;7.1;5;10;3.03;6.44;MTR;PUMP;ALERT, Indikasi bearing motor defect;BEARING DEFECT;Ganti bearing motor, periksa internal part motor
017P101B;FOC II B;09/24/2020;09/23/2020;1.67;3.79;4.63;2.63;4.76;4.06;2.92;0.63;2.14;4.04;0.69;1.55;1.82;1.28;4.5;7.1;5;10;4.76;2.63;MTR;PUMP;ALERT, Indikasi bearing motor defect;BEARING DEFECT;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
017P102;FOC II B;10/31/2019;09/23/2020;1.27;2.80;1.08;1.65;1.81;2.19;1.04;0.49;0.90;1.96;0.43;1.42;0.63;0.79;2.82;4.5;5;10;2.8;1.65;MTR;PUMP;NORMAL, Masih dimonitoring;;
017P103A;FOC II B;08/19/2020;09/23/2020;0.23;1.14;4.13;0.54;0.91;3.69;0.89;1.08;2.84;3.45;0.35;1.80;2.57;2.42;4.5;7.1;5;10;4.13;1.08;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
017P103B;FOC II B;09/24/2020;09/23/2020;0.21;1.06;1.76;0.41;1;1.67;1.01;0.81;3.03;1.76;0.76;2.51;1.63;1.26;4.5;7.1;5;10;3.03;0.81;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
017P104A;FOC II B;04/30/2020;09/23/2020;3.15;2.00;0.82;3.04;2.32;1.16;1.48;0.33;1.12;2.58;0.40;1.57;1.24;0.72;4.5;7.1;5;10;2.58;3.15;MTR;PUMP;NORMAL, Masih dimonitoring;;
017P104B;FOC II B;04/23/2020;09/23/2020;0.62;1.07;1.21;0.85;1.75;1.37;1.22;0.74;0.72;1.65;0.49;0.87;0.61;0.53;4.5;7.1;5;10;1.75;0.85;MTR;PUMP;NORMAL, Masih dimonitoring;;
017P106A;FOC II B;05/29/2020;09/23/2020;0.25;0.31;1.32;0.27;0.98;1.38;0.50;0.41;1.41;3.15;0.36;1.69;1.52;1.71;7.1;11.2;5;10;3.15;0.41;MTR;PUMP;NORMAL, Masih dimonitoring;;
017P106B;FOC II B;02/20/2020;09/23/2020;0.14;0.20;0.30;0.22;0.27;0.31;0.16;0.17;0.69;0.67;0.36;0.86;0.59;0.72;7.1;11.2;5;10;0.86;0.36;MTR;PUMP;NORMAL, Masih dimonitoring;;
017P106C -T;FOC II B;09/24/2020;09/23/2020;2.28;1.73;1.37;4.28;0.89;1.03;1.28;0.53;2.42;1.81;1.78;2.14;1.66;1.61;7.1;11.2;10;15;2.42;4.28;TRB;PUMP;NORMAL, Masih dimonitoring;;
018K101A;FOC II B;09/24/2020;09/23/2020;0.11;0.55;0.43;0.26;0.49;0.51;0.33;;;;;;;;11.2;18;5;10;0.55;0.26;MTR;COMP;NORMAL, Masih dimonitoring;;
018K101B;FOC II B;06/05/2020;09/23/2020;0.09;0.29;0.35;0.05;0.27;0.40;0.28;;;;;;;;11.2;18;5;10;0.4;0.09;MTR;COMP;NORMAL, Masih dimonitoring;;
018P101A;FOC II B;09/24/2020;09/23/2020;0.18;0.97;3.12;0.22;1;2.74;0.74;0.65;1.58;1.12;1.32;1.19;1.57;0.68;11.2;18;5;10;3.12;1.32;MTR;PUMP;NORMAL, Masih dimonitoring;;Solo run motor, periksa internal part motor, balancing rotor motor
018P101B;FOC II B;09/03/2020;09/23/2020;0.13;0.30;1.25;0.25;0.65;1.82;0.21;0.42;0.69;1.31;0.56;0.96;1.36;1.24;11.2;18;5;10;1.82;0.56;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing pompa, periksa internal part pompa
018P102A (vertical);FOC II B;09/24/2020;09/23/2020;0.12;0.37;0.33;0.17;0.24;0.26;0.32;0.08;0.19;0.18;0.1;0.16;0.21;0.21;2.82;4.5;5;10;0.37;0.17;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
018P102B (vertical);FOC II B;08/27/2020;09/23/2020;0.25;1.19;0.79;0.15;0.61;0.53;0.41;0.06;0.29;0.34;0.08;0.26;0.32;0.16;2.82;4.5;5;10;1.19;0.25;MTR;PUMP;NORMAL, Masih dimonitoring;;
018P103A;FOC II B;09/24/2020;09/23/2020;0.25;0.29;3.08;0.57;0.59;2.12;0.31;2.72;1.23;1.83;2.54;1.17;1.37;0.91;7.1;11.2;5;10;3.08;2.72;MTR;PUMP;NORMAL, Masih dimonitoring;;Regreasing motor pada kesempatan pertama, periksa clearence bearing motor, periksa axial end play shaft motor, periksa internal part motor
018P103B;FOC II B;07/30/2020;09/23/2020;2.58;1.39;2.36;2.50;2.20;2.19;1.35;3.33;2.73;6.20;2.70;2.09;3.74;1.83;7.1;11.2;5;10;6.2;3.33;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
018P104A;FOC II B;09/24/2020;09/23/2020;0.85;0.98;0.63;0.71;0.83;0.2;0.57;0.13;0.42;0.38;0.15;0.51;0.28;0.59;2.82;4.5;5;10;0.98;0.85;MTR;PUMP;NORMAL, Masih dimonitoring;;
018P104B;FOC II B;08/27/2020;09/23/2020;0.34;0.47;0.35;0.23;0.23;0.13;0.32;0.07;0.14;0.14;0.04;0.13;0.10;0.18;2.82;4.5;5;10;0.47;0.34;MTR;PUMP;NORMAL, Masih dimonitoring;;
018P113A;FOC II B;;09/23/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;;;MTR;PUMP;;;
018P113B;FOC II B;;09/23/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;;;MTR;PUMP;;;
018P114A;FOC II B;;09/23/2020;;;;;;;;;;;;;;;4.5;7.1;5;10;;;MTR;PUMP;;;
018P114B;FOC II B;06/21/2018;09/23/2020;0.30;0.53;0.51;0.18;0.25;0.24;0.33;0.12;0.15;0.19;0.11;0.14;0.19;0.29;4.5;7.1;5;10;0.53;0.3;MTR;PUMP;NORMAL, Masih dimonitoring;;
018P105;FOC II B;09/24/2020;09/23/2020;0.21;1.24;1.66;0.21;1.36;1.4;1.13;0.96;2.03;1.94;0.54;1.35;1.79;2.69;4.5;7.1;5;10;2.69;0.96;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa pondasi dan support pada equipment
018P106;FOC II B;09/24/2020;09/23/2020;0.1;0.26;0.22;0.08;0.23;0.19;0.16;0.13;0.19;0.15;0.21;0.14;0.13;0.12;7.1;11.2;5;10;0.26;0.21;MTR;PUMP;NORMAL, Masih dimonitoring;;
021F101 FAN;LOC II;09/23/2020;09/23/2020;0.22;0.71;1.26;0.22;1.25;0.79;1.05;0.73;1.08;0.72;3.5;2.46;2.45;2.95;7.1;11.2;5;10;2.95;3.5;MTR;BLW;NORMAL, Masih dimonitoring;;Periksa kondisi kekencangan baut pengikat housing bearing, periksa clearance bearing blower, periksa internal part blower
021P102A;LOC II;09/23/2020;09/23/2020;0.48;1.16;2.25;1.08;1.63;1.81;1.09;2.22;1.2;1.9;1.73;1.7;1.19;1.42;4.5;7.1;5;10;2.25;2.22;MTR;PUMP;NORMAL, Masih dimonitoring;;
021P102B;LOC II;09/23/2020;09/23/2020;0.15;1.13;1.87;0.31;1.03;1.51;0.88;0.86;1.42;1.38;0.65;1.07;0.82;0.95;4.5;7.1;5;10;1.87;0.86;MTR;PUMP;NORMAL, Masih dimonitoring;;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
021P102C;LOC II;09/14/2020;09/23/2020;0.65;0.60;1.83;1.56;0.89;1.50;0.48;0.44;1.50;1.51;0.65;0.70;1.00;0.64;4.5;7.1;5;10;1.83;1.56;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
021P103;LOC II;09/23/2020;09/23/2020;0.38;0.44;1.7;0.44;0.85;1.51;0.97;4.29;1.03;1.98;2.29;0.96;1.58;0.7;4.5;7.1;5;10;1.98;4.29;MTR;PUMP;NORMAL, Masih dimonitoring;;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
021P104;LOC II;09/23/2020;09/23/2020;0.29;0.65;1.66;1.39;0.82;1.4;0.85;1.07;1.12;1.4;1.6;0.82;0.82;0.68;4.5;7.1;5;10;1.66;1.6;MTR;PUMP;NORMAL, Masih dimonitoring;;
021P105;LOC II;09/23/2020;09/23/2020;0.29;3.3;5.58;0.36;4.07;2.89;3.06;2.73;2.17;4.91;4.76;2.15;3.63;3.17;7.1;11.2;5;10;5.58;4.76;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oil pada kesempatan pertama, periksa clearence bearing pompa, periksa axial end play shaft pompa, periksa internal part pompa
021P106A;LOC II;09/23/2020;09/23/2020;1.34;0.73;1.17;1.96;1.1;1.28;0.7;2.4;2.13;3.83;2.45;2.48;1.25;1.7;7.1;11.2;5;10;3.83;2.45;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi pelumas pompa pada kesempatan pertama, periksa internal part pompa
021P106B;LOC II;11/08/2019;09/23/2020;1.18;1.20;1.09;1.96;1.52;1.42;1.06;3.22;3.54;2.63;2.55;2.92;1.79;1.22;7.1;11.2;5;10;3.54;3.22;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
021P107A;LOC II;09/15/2020;09/23/2020;0.36;0.67;1.56;0.72;1.10;1.79;0.81;1.79;5.20;7.68;1.09;4.61;7.10;4.16;7.1;11.2;5;10;7.68;1.79;MTR;PUMP;ALERT, Indikasi unbalance pada pompa;UNBALANCE;Periksa kondisi coupling, realignment motor terhadap pompa, balancing rotor pompa
021P107B;LOC II;09/23/2020;09/23/2020;0.74;1.57;1.29;1.12;1.98;1.43;0.99;1.54;1.18;1.4;2.03;0.94;0.98;0.75;7.1;11.2;5;10;1.98;2.03;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
021P108;LOC II;09/01/2020;09/23/2020;1.98;0.96;2.80;1.00;1.42;2.56;1.38;3.72;0.93;1.20;3.75;0.76;0.86;0.77;4.5;7.1;5;10;2.8;3.75;MTR;PUMP;NORMAL, Masih dimonitoring;;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
021P109A;LOC II;09/01/2020;09/23/2020;0.88;1.08;2.35;3.60;1.48;2.37;1.55;2.31;1.05;1.68;2.64;0.91;1.58;0.72;7.1;11.2;5;10;2.37;3.6;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
021P109B;LOC II;09/23/2020;09/23/2020;2.76;2.03;7.11;5.81;1.73;4.75;0.97;3.72;1.57;3.6;2.68;1.43;3.56;2.15;7.1;11.2;5;10;7.11;5.81;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
021P110A;LOC II;08/25/2020;09/23/2020;1.25;0.93;1.72;1.13;1.00;1.60;1.10;1.10;2.29;2.56;1.26;1.76;2.12;0.94;4.5;7.1;5;10;2.56;1.26;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing pompa, periksa internal part pompa, realignment motor terhadap pompa
021P110B;LOC II;09/23/2020;09/23/2020;1.06;0.75;1.79;2.38;1.28;1.93;0.96;0.74;1.95;2.06;0.33;1.7;1.85;0.77;4.5;7.1;5;10;2.06;2.38;MTR;PUMP;NORMAL, Masih dimonitoring;;Solo run motor pada kesempatan pertama, periksa kondisi rotor motor, magnetic center dan ganti bearing motor
021P111;LOC II;09/23/2020;09/23/2020;1.33;1.64;1.08;1.76;1.53;1.24;0.94;0.77;0.86;0.53;1.09;0.64;0.26;1.2;2.82;4.5;5;10;1.64;1.76;MTR;PUMP;NORMAL, Masih dimonitoring;;
021P112A;LOC II;09/23/2020;09/23/2020;0.94;1.65;2.19;1.53;2.83;2.06;2.14;0.9;1.64;1.52;0.69;1.34;1.23;1.44;2.82;4.5;5;10;2.83;1.53;MTR;PUMP;ALERT, Indikasi misalignment;MISALIGNMENT 3X;Periksa kondisi coupling, realignment motor terhadap pompa
021P112B;LOC II;08/31/2020;09/23/2020;0.35;0.47;0.80;1.86;0.77;0.78;0.61;0.43;0.99;1.06;0.34;1.03;0.96;1.07;2.82;4.5;5;10;1.07;1.86;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli pompa pada kesempatan pertama, ganti bearing pompa, periksa internal part pompa
021P113A;LOC II;09/01/2020;09/23/2020;0.38;0.62;0.95;1.36;0.78;0.70;0.42;0.63;1.29;1.11;0.22;1.18;0.82;1.03;7.1;11.2;5;10;1.29;1.36;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli pompa pada kesempatan pertama, ganti bearing pompa, periksa internal part pompa
021P113B;LOC II;09/23/2020;09/23/2020;0.41;0.19;0.32;0.45;0.3;0.38;0.24;0.25;1.17;0.73;0.43;1.02;0.59;1.5;7.1;11.2;5;10;1.5;0.45;MTR;PUMP;NORMAL, Masih dimonitoring;;
021P114A;LOC II;09/23/2020;09/23/2020;0.47;0.73;2.67;1.13;1.12;2.51;1.1;0.7;1.31;1.07;0.34;1.03;0.77;0.47;4.5;7.1;5;10;2.67;1.13;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
021P114B;LOC II;06/16/2020;09/23/2020;2.95;1.89;3.50;3.25;2.55;2.99;1.91;2.69;4.18;3.46;3.29;3.04;2.52;1.84;4.5;7.1;5;10;4.18;3.29;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
021P115;LOC II;09/23/2020;09/23/2020;0.78;0.42;0.5;0.94;0.56;0.51;0.89;1.52;0.91;0.95;0.83;0.68;0.73;0.94;4.5;7.1;5;10;0.95;1.52;MTR;PUMP;NORMAL, Masih dimonitoring;;
022K101;LOC II;09/01/2020;09/23/2020;0.11;0.41;0.44;0.11;0.43;0.45;0.36;;;;;;;;7.1;11.2;5;10;0.45;0.11;MTR;PUMP;NORMAL, Masih dimonitoring;;
022P102A;LOC II;09/23/2020;09/23/2020;0.27;0.41;0.93;0.3;0.52;0.75;0.61;0.51;1.11;1.06;0.34;1.01;0.95;0.41;2.82;4.5;5;10;1.11;0.51;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
022P102B;LOC II;07/14/2020;09/23/2020;1.33;0.84;0.87;2.53;0.65;1.03;1.01;0.59;0.64;0.78;0.69;0.40;0.71;0.40;2.82;4.5;5;10;1.03;2.53;MTR;PUMP;NORMAL, Masih dimonitoring;;
022P103A;LOC II;09/23/2020;09/23/2020;0.36;0.3;0.87;0.58;1.09;1.41;1.12;0.89;2.56;2.43;1.15;1.72;1.66;0.91;2.82;4.5;5;10;2.56;1.15;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
022P103B;LOC II;;09/23/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;;
022P104A;LOC II;09/23/2020;09/23/2020;0.39;0.8;0.9;1.99;1.23;0.99;1.94;0.39;1.73;2.83;0.86;2.97;2.39;2.5;7.1;11.2;5;10;2.97;1.99;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
022P104B;LOC II;09/01/2020;09/23/2020;2.10;1.37;1.84;1.45;2.08;1.80;1.14;0.85;4.93;5.39;1.29;7.06;5.71;6.66;7.1;11.2;5;10;7.06;2.1;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
022P105;LOC II;04/30/2019;09/23/2020;0.81;1.20;1.04;0.96;0.84;0.66;0.68;0.70;0.84;0.59;0.39;0.53;0.71;0.36;2.82;4.5;5;10;1.2;0.96;MTR;PUMP;NORMAL, Masih dimonitoring;;
022P106A;LOC II;09/23/2020;09/23/2020;0.53;0.76;1.18;0.42;1.03;1.17;1.29;0.49;1.28;1.07;0.37;1.17;0.7;0.52;2.82;4.5;5;10;1.29;0.53;MTR;PUMP;NORMAL, Masih dimonitoring;;
022P106B;LOC II;09/15/2020;09/23/2020;1.32;0.79;1.29;7.73;1.25;1.26;1.41;0.77;1.30;1.67;0.29;1.04;1.10;0.96;2.82;4.5;5;10;1.67;7.73;MTR;PUMP;ALERT, Indikasi bearing pompa defect;BEARING DEFECT;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
022P107A (VERT);LOC II;08/26/2019;09/23/2020;0.22;0.33;0.37;0.31;0.24;0.22;0.26;0.19;0.20;0.25;0.10;0.17;0.24;0.21;2.82;4.5;5;10;0.37;0.31;MTR;PUMP;NORMAL, Masih dimonitoring;;
022P107B (VERT);LOC II;09/23/2020;09/23/2020;0.73;0.47;0.49;0.73;0.34;0.28;0.28;0.18;0.17;0.2;0.12;0.17;0.21;0.21;2.82;4.5;5;10;0.49;0.73;MTR;PUMP;NORMAL, Masih dimonitoring;;
023P103;LOC II;;09/23/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;;
023P104;LOC II;09/23/2020;09/23/2020;0.77;0.45;2.98;1.15;0.85;1.66;0.74;0.52;1.23;1.55;0.76;1.1;1.29;1.32;4.5;7.1;5;10;2.98;1.15;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oil pada kesempatan pertama, periksa clearence bearing pompa, periksa axial end play shaft pompa, periksa internal part pompa
023P105A;LOC II;09/23/2020;09/23/2020;0.08;0.22;0.77;0.33;1.27;1.53;0.47;1.39;3.28;4.36;1.12;2.24;2.61;0.71;7.1;11.2;5;10;4.36;1.39;MTR;PUMP;NORMAL, Masih dimonitoring;;
023P105B;LOC II;08/06/2019;09/23/2020;0.18;0.81;2.73;0.50;1.58;2.24;1.69;0.54;2.06;2.06;0.43;1.53;1.93;0.59;7.1;11.2;5;10;2.73;0.54;MTR;PUMP;NORMAL, Masih dimonitoring;;
023P106;LOC II;;09/23/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;;
023P107A;LOC II;09/01/2020;09/23/2020;0.63;0.77;1.53;0.90;1.83;0.65;0.91;2.73;0.91;1.21;1.55;0.90;0.71;0.74;2.82;4.5;5;10;1.83;2.73;MTR;PUMP;NORMAL, Masih dimonitoring;;
023P107B;LOC II;09/23/2020;09/23/2020;1.14;1.02;1.07;1.25;0.86;1.36;1.24;0.25;0.85;1.24;0.22;0.64;0.61;0.54;2.82;4.5;5;10;1.36;1.25;MTR;PUMP;NORMAL, Masih dimonitoring;;
023P108;LOC II;09/23/2020;09/23/2020;0.33;0.17;0.57;0.49;0.2;0.54;0.48;0.74;0.76;1.67;0.69;0.66;0.77;0.51;2.82;4.5;5;10;1.67;0.74;MTR;PUMP;NORMAL, Masih dimonitoring;;
023P109A;LOC II;09/23/2020;09/23/2020;0.18;0.34;1.46;0.96;0.88;1.88;1.25;1.88;3.98;2.32;1.56;2.16;1.53;1.21;4.5;7.1;5;10;3.98;1.88;MTR;PUMP;NORMAL, Masih dimonitoring;;
023P109B;LOC II;11/16/2017;09/23/2020;0.65;0.91;2.38;1.19;1.07;1.70;0.61;1.00;0.77;0.97;0.91;0.83;0.65;1.02;4.5;7.1;5;10;2.38;1.19;MTR;PUMP;NORMAL, Masih dimonitoring;;
023P110A;LOC II;09/23/2020;09/23/2020;0.27;0.44;4.38;0.44;1.94;3.88;0.34;0.62;1.16;2.52;1.01;1.15;1.82;1.48;4.5;7.1;5;10;4.38;1.01;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
023P110B;LOC II;09/15/2020;09/23/2020;0.58;2.05;5.58;0.66;2.25;4.52;1.68;1.11;0.89;4.43;0.61;0.79;2.59;0.72;4.5;7.1;5;10;5.58;1.11;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Lakukan solo run motor, periksa kerataan kaki motor, periksa kondisi coupling, realignment motor terhadap pompa
023P114;LOC II;;09/23/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;;
023P115A;LOC II;;09/23/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;;
023P115B;LOC II;;09/23/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;;
023P116A;LOC II;09/23/2020;09/23/2020;0.15;0.51;0.42;0.22;0.38;0.48;0.41;0.38;2.29;1.99;0.38;1.97;1.62;0.71;2.82;4.5;5;10;2.29;0.38;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
023P116B;LOC II;02/19/2020;09/23/2020;0.46;0.32;0.63;1.38;0.47;0.61;0.69;0.72;3.87;2.93;1.30;3.32;2.43;1.10;2.82;4.5;5;10;3.87;1.38;MTR;PUMP;ALERT, Indikasi unbalance dan misalignment;UNBALANCE, MISALIGNMENT;Periksa kondisi coupling pada kesempatan pertama, balancing rotor pompa, realignment motor terhadap pompa
023P117A;LOC II;11/28/2018;09/23/2020;0.56;1.21;1.36;0.61;1.70;1.35;1.90;2.64;1.12;2.49;1.74;0.95;1.24;1.61;2.82;4.5;5;10;2.49;2.64;MTR;PUMP;NORMAL, Masih dimonitoring;;
023P117B;LOC II;04/24/2019;09/23/2020;0.10;0.85;0.95;0.12;0.39;0.58;0.43;0.15;0.23;0.13;0.11;0.89;0.97;0.91;2.82;4.5;5;10;0.97;0.15;MTR;PUMP;NORMAL, Masih dimonitoring;;
023P118;LOC II;09/23/2020;09/23/2020;3.55;1.77;1.72;4.3;1.31;1.86;0.98;1.67;1.03;1.36;0.69;0.83;0.93;0.72;4.5;7.1;5;10;1.86;4.3;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
